experiment	task	auc	gauc	uauc	pos	log_path
tf_train_base_new_try_roll_test_predict_time	buy	0.835069	0.6989	0.694	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
tf_train_base_new_try_roll_test_predict_time	cat	0.833968	0.7024	0.6973	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
tf_train_base_new_try_roll_test_predict_time	click	0.802264	0.6979	0.6957	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
tf_train_base_new_try_roll_test_predict_time	ext	0.864008	0.8114	0.8108	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
BR_train_buy_aux_pcgrad_shared	buy	0.835035	0.6985	0.6935	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_aux_pcgrad_shared/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150546
BR_train_buy_aux_pcgrad_shared	cat	0.833948	0.7018	0.6968	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_aux_pcgrad_shared/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150546
BR_train_buy_aux_pcgrad_shared	click	0.802297	0.698	0.6958	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_aux_pcgrad_shared/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150546
BR_train_buy_aux_pcgrad_shared	ext	0.863655	0.8123	0.8118	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_aux_pcgrad_shared/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150546
BR_train_buy_cat_click_logit_residual	buy	0.835102	0.6992	0.694	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_cat_click_logit_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150246
BR_train_buy_cat_click_logit_residual	cat	0.834072	0.7029	0.6975	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_cat_click_logit_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150246
BR_train_buy_cat_click_logit_residual	click	0.802294	0.6988	0.6961	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_cat_click_logit_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150246
