experiment	task	auc	gauc	uauc	pos	log_path
BR_train_buy_cat_click_logit_residual	ext	0.863792	0.8113	0.8101	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_cat_click_logit_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150246
BR_train_buy_funnel_residual_adapter	buy	0.834916	0.698	0.693	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_funnel_residual_adapter/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150243
BR_train_buy_funnel_residual_adapter	cat	0.833793	0.7016	0.6965	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_funnel_residual_adapter/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150243
BR_train_buy_funnel_residual_adapter	click	0.802112	0.698	0.6956	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_funnel_residual_adapter/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150243
BR_train_buy_funnel_residual_adapter	ext	0.864184	0.8122	0.8105	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_funnel_residual_adapter/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150243
BR_train_buy_uid_hard_pairwise_loss	buy	0.834786	0.6986	0.6937	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_uid_hard_pairwise_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150250
BR_train_buy_uid_hard_pairwise_loss	cat	0.833753	0.7021	0.6971	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_uid_hard_pairwise_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150250
BR_train_buy_uid_hard_pairwise_loss	click	0.802132	0.6981	0.6957	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_uid_hard_pairwise_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150250
BR_train_buy_uid_hard_pairwise_loss	ext	0.863836	0.8123	0.8114	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_uid_hard_pairwise_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150250
BR_train_din_dual_output_residual	buy	0.835006	0.6988	0.6937	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_din_dual_output_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150247
BR_train_din_dual_output_residual	cat	0.833889	0.7025	0.6974	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_din_dual_output_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150247
BR_train_din_dual_output_residual	click	0.80226	0.6977	0.6953	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_din_dual_output_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150247
BR_train_din_dual_output_residual	ext	0.863814	0.8148	0.8145	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_din_dual_output_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608150247
