experiment	task	auc	gauc	uauc	pos	log_path
BR_train_prod_bs_lr_ple_task_gate	buy	0.833482	0.6961	0.6911	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_ple_task_gate/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608202020
BR_train_prod_bs_lr_ple_task_gate	cat	0.832489	0.7	0.6949	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_ple_task_gate/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608202020
BR_train_prod_bs_lr_ple_task_gate	click	0.80078	0.6954	0.6932	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_ple_task_gate/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608202020
BR_train_prod_bs_lr_ple_task_gate	ext	0.862652	0.8088	0.807	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_ple_task_gate/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608202020
BR_train_prod_bs_lr_rankmixer_blocks4	buy	0.834948	0.6985	0.6935	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_rankmixer_blocks4/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608202124
BR_train_prod_bs_lr_rankmixer_blocks4	cat	0.833923	0.7023	0.6973	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_rankmixer_blocks4/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608202124
BR_train_prod_bs_lr_rankmixer_blocks4	click	0.802144	0.6986	0.6961	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_rankmixer_blocks4/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608202124
BR_train_prod_bs_lr_rankmixer_blocks4	ext	0.864221	0.8122	0.8117	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_rankmixer_blocks4/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608202124
BR_train_prod_bs_lr_rankmixer_heads32	buy	0.834736	0.6982	0.6932	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_rankmixer_heads32/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608201928
BR_train_prod_bs_lr_rankmixer_heads32	cat	0.833609	0.7019	0.6969	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_rankmixer_heads32/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608201928
BR_train_prod_bs_lr_rankmixer_heads32	click	0.801931	0.6971	0.6946	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_rankmixer_heads32/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608201928
BR_train_prod_bs_lr_rankmixer_heads32	ext	0.863568	0.8121	0.8107	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_rankmixer_heads32/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608201928
BR_train_prod_bs_lr_seq_attention_multihead	buy	0.83474	0.6981	0.6931	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_seq_attention_multihead/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608201916
BR_train_prod_bs_lr_seq_attention_multihead	cat	0.833674	0.7019	0.6969	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_seq_attention_multihead/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608201916
BR_train_prod_bs_lr_seq_attention_multihead	click	0.802073	0.6978	0.6953	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_seq_attention_multihead/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608201916
BR_train_prod_bs_lr_seq_attention_multihead	ext	0.863856	0.8123	0.8109	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_seq_attention_multihead/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608201916
