run_id	branch	commit	status	failure_reason
BR_train_prod_baseline_old_source_window_control@7fb399150894@attempt_1	BR_train_prod_baseline_old_source_window_control	7fb399150894554842df561971d0d40ac4998032	done	
BR_train_prod_ema_old_source_window_control@f36424a3c9e9@attempt_1	BR_train_prod_ema_old_source_window_control	f36424a3c9e9cdb87454b72143d2bfbf4e7f7792	done	
BR_train_prod_ema_new_feature_window_control@3c92beee955f@attempt_1	BR_train_prod_ema_new_feature_window_control	3c92beee955f0c2a94d1f65e09c0a5776b078146	done	
BR_train_prod_ema_interest_feature_fusion@a2dff854f504@attempt_1	BR_train_prod_ema_interest_feature_fusion	a2dff854f504f9ae7d022e51b15e7a22d2096fa0	done	
