experiment	task	auc	gauc	uauc	pos	log_path
BR_train_prod_bs_lr	buy	0.835069	0.6989	0.694	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
BR_train_prod_bs_lr	cat	0.833968	0.7024	0.6973	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
BR_train_prod_bs_lr	click	0.802264	0.6979	0.6957	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
BR_train_prod_bs_lr	ext	0.864008	0.8114	0.8108	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
BR_train_prod_bs_lr_amsgrad	buy	0.835275	0.7002	0.6949	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_amsgrad/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200159
BR_train_prod_bs_lr_amsgrad	cat	0.834265	0.7036	0.6983	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_amsgrad/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200159
BR_train_prod_bs_lr_amsgrad	click	0.802509	0.6994	0.6968	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_amsgrad/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200159
BR_train_prod_bs_lr_amsgrad	ext	0.864186	0.8107	0.8085	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_amsgrad/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200159
BR_train_prod_bs_lr_buy_focal_loss	buy	0.834813	0.699	0.694	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_buy_focal_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200156
BR_train_prod_bs_lr_buy_focal_loss	cat	0.833749	0.7026	0.6977	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_buy_focal_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200156
BR_train_prod_bs_lr_buy_focal_loss	click	0.80224	0.6986	0.6962	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_buy_focal_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200156
BR_train_prod_bs_lr_buy_focal_loss	ext	0.864173	0.8123	0.8122	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_buy_focal_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200156
BR_train_prod_bs_lr_global_grad_clip	buy	0.834968	0.6984	0.6935	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_global_grad_clip/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200200
BR_train_prod_bs_lr_global_grad_clip	cat	0.833902	0.7024	0.6975	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_global_grad_clip/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200200
BR_train_prod_bs_lr_global_grad_clip	click	0.80222	0.6981	0.6956	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_global_grad_clip/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200200
BR_train_prod_bs_lr_global_grad_clip	ext	0.864217	0.8131	0.8122	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_bs_lr_global_grad_clip/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608200200
