experiment	checkpoint_day	test_start_day	test_end_day	task	auc	gauc	uauc	size	pos	log_path
BR_train_buy_click_conditional_loss	20260725	20260726	20260726	cat	0.835561	0.718100	0.711800	1456538	247291	log/rolling_test_ckpt_20260725_from_20260726_to_20260726_202608172154
BR_train_buy_click_conditional_loss	20260725	20260726	20260726	click	0.805467	0.709900	0.707000	1456538	304515	log/rolling_test_ckpt_20260725_from_20260726_to_20260726_202608172154
BR_train_buy_click_conditional_loss	20260725	20260726	20260726	ext	0.856040	0.801100	0.796300	1456538	8049	log/rolling_test_ckpt_20260725_from_20260726_to_20260726_202608172154
BR_train_buy_click_conditional_loss	20260726	20260727	20260727	buy	0.839686	0.707500	0.700000	966809	152082	log/rolling_test_ckpt_20260726_from_20260727_to_20260727_202608172235
BR_train_buy_click_conditional_loss	20260726	20260727	20260727	cat	0.838391	0.710700	0.703500	966809	157325	log/rolling_test_ckpt_20260726_from_20260727_to_20260727_202608172235
BR_train_buy_click_conditional_loss	20260726	20260727	20260727	click	0.803590	0.698200	0.695200	966809	197322	log/rolling_test_ckpt_20260726_from_20260727_to_20260727_202608172235
BR_train_buy_click_conditional_loss	20260726	20260727	20260727	ext	0.860669	0.818400	0.814800	966809	5296	log/rolling_test_ckpt_20260726_from_20260727_to_20260727_202608172235
BR_train_buy_click_conditional_loss	20260727	20260728	20260728	buy	0.840091	0.702700	0.695700	941930	144739	log/rolling_test_ckpt_20260727_from_20260728_to_20260728_202608172302
BR_train_buy_click_conditional_loss	20260727	20260728	20260728	cat	0.838754	0.706800	0.699300	941930	149945	log/rolling_test_ckpt_20260727_from_20260728_to_20260728_202608172302
BR_train_buy_click_conditional_loss	20260727	20260728	20260728	click	0.803943	0.699300	0.695500	941930	189025	log/rolling_test_ckpt_20260727_from_20260728_to_20260728_202608172302
BR_train_buy_click_conditional_loss	20260727	20260728	20260728	ext	0.865485	0.821600	0.819900	941930	4977	log/rolling_test_ckpt_20260727_from_20260728_to_20260728_202608172302
BR_train_buy_click_conditional_loss	20260728	20260729	20260729	buy	0.839021	0.703600	0.698200	989766	157278	log/rolling_test_ckpt_20260728_from_20260729_to_20260729_202608172327
BR_train_buy_click_conditional_loss	20260728	20260729	20260729	cat	0.837876	0.707400	0.701500	989766	163026	log/rolling_test_ckpt_20260728_from_20260729_to_20260729_202608172327
BR_train_buy_click_conditional_loss	20260728	20260729	20260729	click	0.805399	0.704600	0.701200	989766	203533	log/rolling_test_ckpt_20260728_from_20260729_to_20260729_202608172327
BR_train_buy_click_conditional_loss	20260728	20260729	20260729	ext	0.857196	0.818200	0.816200	989766	5415	log/rolling_test_ckpt_20260728_from_20260729_to_20260729_202608172327
BR_train_buy_click_conditional_loss	20260729	20260730	20260730	buy	0.838908	0.705200	0.699000	1049530	167734	log/rolling_test_ckpt_20260729_from_20260730_to_20260730_202608172357
BR_train_buy_click_conditional_loss	20260729	20260730	20260730	cat	0.837895	0.708800	0.702100	1049530	173542	log/rolling_test_ckpt_20260729_from_20260730_to_20260730_202608172357
BR_train_buy_click_conditional_loss	20260729	20260730	20260730	click	0.805372	0.702800	0.699700	1049530	216378	log/rolling_test_ckpt_20260729_from_20260730_to_20260730_202608172357
BR_train_buy_click_conditional_loss	20260729	20260730	20260730	ext	0.862173	0.805400	0.803400	1049530	5556	log/rolling_test_ckpt_20260729_from_20260730_to_20260730_202608172357
BR_train_buy_click_conditional_loss	20260730	20260731	20260731	buy	0.839244	0.708600	0.703100	1345085	208246	log/rolling_test_ckpt_20260730_from_20260731_to_20260731_202608180025
BR_train_buy_click_conditional_loss	20260730	20260731	20260731	cat	0.838205	0.712100	0.706400	1345085	215044	log/rolling_test_ckpt_20260730_from_20260731_to_20260731_202608180025
BR_train_buy_click_conditional_loss	20260730	20260731	20260731	click	0.807194	0.707000	0.703800	1345085	267238	log/rolling_test_ckpt_20260730_from_20260731_to_20260731_202608180025
BR_train_buy_click_conditional_loss	20260730	20260731	20260731	ext	0.859315	0.822100	0.821600	1345085	7455	log/rolling_test_ckpt_20260730_from_20260731_to_20260731_202608180025
BR_train_buy_click_conditional_loss	20260731	20260801	20260801	buy	0.833449	0.704800	0.697600	1475756	242042	log/rolling_test_ckpt_20260731_from_20260801_to_20260801_202608180102
BR_train_buy_click_conditional_loss	20260731	20260801	20260801	cat	0.832879	0.707800	0.700500	1475756	249503	log/rolling_test_ckpt_20260731_from_20260801_to_20260801_202608180102
BR_train_buy_click_conditional_loss	20260731	20260801	20260801	click	0.804745	0.704700	0.700900	1475756	305322	log/rolling_test_ckpt_20260731_from_20260801_to_20260801_202608180102
BR_train_buy_click_conditional_loss	20260731	20260801	20260801	ext	0.857293	0.816500	0.812400	1475756	8393	log/rolling_test_ckpt_20260731_from_20260801_to_20260801_202608180102
BR_train_buy_combo_cat_fusion	20260720	20260721	20260724	buy	0.834491	0.698500	0.693400	4396238	710810	log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_cat_fusion	20260720	20260721	20260724	cat	0.833903	0.702000	0.697000	4396238	735120	log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_cat_fusion	20260720	20260721	20260724	click	0.801896	0.696800	0.694700	4396238	913818	log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_cat_fusion	20260720	20260721	20260724	ext	0.864049	0.811400	0.810300	4396238	24499	log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_cat_fusion	20260724	20260725	20260725	buy	0.833912	0.702300	0.695900	1406624	235433	log/rolling_test_ckpt_20260724_from_20260725_to_20260725_202608172145
BR_train_buy_combo_cat_fusion	20260724	20260725	20260725	cat	0.833575	0.706900	0.700400	1406624	242812	log/rolling_test_ckpt_20260724_from_20260725_to_20260725_202608172145
BR_train_buy_combo_cat_fusion	20260724	20260725	20260725	click	0.805026	0.699500	0.697500	1406624	296652	log/rolling_test_ckpt_20260724_from_20260725_to_20260725_202608172145
BR_train_buy_combo_cat_fusion	20260724	20260725	20260725	ext	0.859809	0.807000	0.804900	1406624	8173	log/rolling_test_ckpt_20260724_from_20260725_to_20260725_202608172145
BR_train_buy_combo_cat_fusion	20260725	20260726	20260726	buy	0.835493	0.715800	0.709800	1456538	239741	log/rolling_test_ckpt_20260725_from_20260726_to_20260726_202608172225
BR_train_buy_combo_cat_fusion	20260725	20260726	20260726	cat	0.835462	0.719000	0.712900	1456538	247291	log/rolling_test_ckpt_20260725_from_20260726_to_20260726_202608172225
BR_train_buy_combo_cat_fusion	20260725	20260726	20260726	click	0.805113	0.708500	0.706200	1456538	304515	log/rolling_test_ckpt_20260725_from_20260726_to_20260726_202608172225
BR_train_buy_combo_cat_fusion	20260725	20260726	20260726	ext	0.855455	0.804600	0.801900	1456538	8049	log/rolling_test_ckpt_20260725_from_20260726_to_20260726_202608172225
BR_train_buy_combo_cat_fusion	20260726	20260727	20260727	buy	0.838007	0.705700	0.697900	966809	152082	log/rolling_test_ckpt_20260726_from_20260727_to_20260727_202608172308
BR_train_buy_combo_cat_fusion	20260726	20260727	20260727	cat	0.837962	0.709200	0.701900	966809	157325	log/rolling_test_ckpt_20260726_from_20260727_to_20260727_202608172308
BR_train_buy_combo_cat_fusion	20260726	20260727	20260727	click	0.802957	0.697400	0.695300	966809	197322	log/rolling_test_ckpt_20260726_from_20260727_to_20260727_202608172308
BR_train_buy_combo_cat_fusion	20260726	20260727	20260727	ext	0.860745	0.816600	0.815600	966809	5296	log/rolling_test_ckpt_20260726_from_20260727_to_20260727_202608172308
BR_train_buy_combo_cat_fusion	20260727	20260728	20260728	buy	0.839170	0.704000	0.696700	941930	144739	log/rolling_test_ckpt_20260727_from_20260728_to_20260728_202608172337
BR_train_buy_combo_cat_fusion	20260727	20260728	20260728	cat	0.838915	0.708100	0.700400	941930	149945	log/rolling_test_ckpt_20260727_from_20260728_to_20260728_202608172337
BR_train_buy_combo_cat_fusion	20260727	20260728	20260728	click	0.803899	0.699000	0.695400	941930	189025	log/rolling_test_ckpt_20260727_from_20260728_to_20260728_202608172337
BR_train_buy_combo_cat_fusion	20260727	20260728	20260728	ext	0.864833	0.823800	0.825200	941930	4977	log/rolling_test_ckpt_20260727_from_20260728_to_20260728_202608172337
BR_train_buy_combo_cat_fusion	20260728	20260729	20260729	buy	0.838439	0.705400	0.699600	989766	157278	log/rolling_test_ckpt_20260728_from_20260729_to_20260729_202608180004
BR_train_buy_combo_cat_fusion	20260728	20260729	20260729	cat	0.838099	0.709300	0.703300	989766	163026	log/rolling_test_ckpt_20260728_from_20260729_to_20260729_202608180004
BR_train_buy_combo_cat_fusion	20260728	20260729	20260729	click	0.805389	0.704500	0.701300	989766	203533	log/rolling_test_ckpt_20260728_from_20260729_to_20260729_202608180004
BR_train_buy_combo_cat_fusion	20260728	20260729	20260729	ext	0.856549	0.813300	0.809100	989766	5415	log/rolling_test_ckpt_20260728_from_20260729_to_20260729_202608180004
BR_train_buy_combo_cat_fusion	20260729	20260730	20260730	buy	0.837420	0.704900	0.699000	1049530	167734	log/rolling_test_ckpt_20260729_from_20260730_to_20260730_202608180033
BR_train_buy_combo_cat_fusion	20260729	20260730	20260730	cat	0.837779	0.708800	0.702900	1049530	173542	log/rolling_test_ckpt_20260729_from_20260730_to_20260730_202608180033
BR_train_buy_combo_cat_fusion	20260729	20260730	20260730	click	0.805137	0.701600	0.698300	1049530	216378	log/rolling_test_ckpt_20260729_from_20260730_to_20260730_202608180033
BR_train_buy_combo_cat_fusion	20260729	20260730	20260730	ext	0.862552	0.807700	0.806700	1049530	5556	log/rolling_test_ckpt_20260729_from_20260730_to_20260730_202608180033
BR_train_buy_combo_cat_fusion	20260730	20260731	20260731	buy	0.838620	0.709200	0.703700	1345085	208246	log/rolling_test_ckpt_20260730_from_20260731_to_20260731_202608180102
BR_train_buy_combo_cat_fusion	20260730	20260731	20260731	cat	0.838297	0.712600	0.707100	1345085	215044	log/rolling_test_ckpt_20260730_from_20260731_to_20260731_202608180102
BR_train_buy_combo_cat_fusion	20260730	20260731	20260731	click	0.806798	0.705900	0.703500	1345085	267238	log/rolling_test_ckpt_20260730_from_20260731_to_20260731_202608180102
BR_train_buy_combo_cat_fusion	20260730	20260731	20260731	ext	0.859132	0.822700	0.822000	1345085	7455	log/rolling_test_ckpt_20260730_from_20260731_to_20260731_202608180102
BR_train_buy_combo_cat_fusion	20260731	20260801	20260801	buy	0.833348	0.704400	0.697100	1475756	242042	log/rolling_test_ckpt_20260731_from_20260801_to_20260801_202608180140
BR_train_buy_combo_cat_fusion	20260731	20260801	20260801	cat	0.833307	0.706800	0.699500	1475756	249503	log/rolling_test_ckpt_20260731_from_20260801_to_20260801_202608180140
BR_train_buy_combo_cat_fusion	20260731	20260801	20260801	click	0.804668	0.701900	0.697900	1475756	305322	log/rolling_test_ckpt_20260731_from_20260801_to_20260801_202608180140
BR_train_buy_combo_cat_fusion	20260731	20260801	20260801	ext	0.857259	0.813700	0.810800	1475756	8393	log/rolling_test_ckpt_20260731_from_20260801_to_20260801_202608180140
BR_train_buy_combo_ctr_exp_weakpos	20260720	20260721	20260724	buy	0.835031	0.700300	0.695300	4396238	710810	log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_ctr_exp_weakpos	20260720	20260721	20260724	cat	0.834140	0.703800	0.698900	4396238	735120	log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_ctr_exp_weakpos	20260720	20260721	20260724	click	0.802453	0.699000	0.696700	4396238	913818	log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_ctr_exp_weakpos	20260720	20260721	20260724	ext	0.863993	0.811300	0.810300	4396238	24499	log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_ctr_exp_weakpos	20260724	20260725	20260725	buy	0.833762	0.702200	0.695800	1406624	235433	log/rolling_test_ckpt_20260724_from_20260725_to_20260725_202608172149
BR_train_buy_combo_ctr_exp_weakpos	20260724	20260725	20260725	cat	0.833379	0.706100	0.699500	1406624	242812	log/rolling_test_ckpt_20260724_from_20260725_to_20260725_202608172149
BR_train_buy_combo_ctr_exp_weakpos	20260724	20260725	20260725	click	0.805232	0.701000	0.698400	1406624	296652	log/rolling_test_ckpt_20260724_from_20260725_to_20260725_202608172149
BR_train_buy_combo_ctr_exp_weakpos	20260724	20260725	20260725	ext	0.859668	0.805200	0.802400	1406624	8173	log/rolling_test_ckpt_20260724_from_20260725_to_20260725_202608172149
BR_train_buy_combo_ctr_exp_weakpos	20260725	20260726	20260726	buy	0.836067	0.716200	0.710100	1456538	239741	log/rolling_test_ckpt_20260725_from_20260726_to_20260726_202608172229
BR_train_buy_combo_ctr_exp_weakpos	20260725	20260726	20260726	cat	0.835605	0.718600	0.712500	1456538	247291	log/rolling_test_ckpt_20260725_from_20260726_to_20260726_202608172229
BR_train_buy_combo_ctr_exp_weakpos	20260725	20260726	20260726	click	0.805487	0.708700	0.706000	1456538	304515	log/rolling_test_ckpt_20260725_from_20260726_to_20260726_202608172229
BR_train_buy_combo_ctr_exp_weakpos	20260725	20260726	20260726	ext	0.855142	0.805500	0.802100	1456538	8049	log/rolling_test_ckpt_20260725_from_20260726_to_20260726_202608172229
