run_id	branch	commit	status	failure_reason
BR_train_buy_cat_proxy_score@5b907791123e@attempt_1	BR_train_buy_cat_proxy_score	5b907791123efac92d4606d82c18f443ef84b228	done	
BR_train_buy_click_conditional_loss@089d7842a3fb@attempt_1	BR_train_buy_click_conditional_loss	089d7842a3fb923fd508053fc737fee012e5749d	done	
BR_train_buy_combo_cat_fusion@0685c0cb306b@attempt_1	BR_train_buy_combo_cat_fusion	0685c0cb306b333b834cdc832a0fefd79a430fd7	done	
BR_train_buy_combo_ctr_exp_weakpos@4fcad8637220@attempt_1	BR_train_buy_combo_ctr_exp_weakpos	4fcad86372209edaba6e33bcd86c6574b62b086d	done	
BR_train_buy_ctr_exponent_alpha@15e35304ca41@attempt_1	BR_train_buy_ctr_exponent_alpha	15e35304ca41b48c64130c1c41a6754f25ba4372	done	
BR_train_buy_funnel_order_consistency@eac3d8ffe2cd@attempt_1	BR_train_buy_funnel_order_consistency	eac3d8ffe2cdeb1356a59f2f307c9c62919b7e96	done	
BR_train_buy_rankmixer_feature_aligned_tokens@24a8b10df5aa@attempt_1	BR_train_buy_rankmixer_feature_aligned_tokens	24a8b10df5aac824a3267dbd3890e3ac47aabf4e	done	
BR_train_buy_search_seq_semantic_residual@b3675270f1f2@attempt_1	BR_train_buy_search_seq_semantic_residual	b3675270f1f2dc1ee472a69a44e4100d7f028aee	done	
