experiment	task	auc	gauc	uauc	pos	log_path
BR_train_buy_click_conditional_loss	ext	0.864884	0.811	0.8101	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_click_conditional_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171920
BR_train_buy_combo_cat_fusion	buy	0.834491	0.6985	0.6934	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_combo_cat_fusion/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_cat_fusion	cat	0.833903	0.702	0.697	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_combo_cat_fusion/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_cat_fusion	click	0.801896	0.6968	0.6947	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_combo_cat_fusion/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_cat_fusion	ext	0.864049	0.8114	0.8103	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_combo_cat_fusion/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_ctr_exp_weakpos	buy	0.835031	0.7003	0.6953	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_combo_ctr_exp_weakpos/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_ctr_exp_weakpos	cat	0.83414	0.7038	0.6989	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_combo_ctr_exp_weakpos/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_ctr_exp_weakpos	click	0.802453	0.699	0.6967	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_combo_ctr_exp_weakpos/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_combo_ctr_exp_weakpos	ext	0.863993	0.8113	0.8103	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_combo_ctr_exp_weakpos/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171950
BR_train_buy_ctr_exponent_alpha	buy	0.835088	0.6987	0.6936	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_ctr_exponent_alpha/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171931
BR_train_buy_ctr_exponent_alpha	cat	0.834067	0.7024	0.6973	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_ctr_exponent_alpha/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171931
BR_train_buy_ctr_exponent_alpha	click	0.802273	0.6979	0.6957	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_ctr_exponent_alpha/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171931
BR_train_buy_ctr_exponent_alpha	ext	0.863831	0.8118	0.8103	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_ctr_exponent_alpha/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171931
BR_train_buy_funnel_order_consistency	buy	0.83499	0.699	0.694	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_funnel_order_consistency/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171942
BR_train_buy_funnel_order_consistency	cat	0.833862	0.7024	0.6973	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_funnel_order_consistency/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171942
BR_train_buy_funnel_order_consistency	click	0.801859	0.697	0.6948	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_funnel_order_consistency/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171942
BR_train_buy_funnel_order_consistency	ext	0.863381	0.8108	0.8105	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_funnel_order_consistency/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171942
BR_train_buy_rankmixer_feature_aligned_tokens	buy	0.835187	0.6996	0.6948	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_rankmixer_feature_aligned_tokens/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171941
BR_train_buy_rankmixer_feature_aligned_tokens	cat	0.834069	0.703	0.6982	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_rankmixer_feature_aligned_tokens/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171941
BR_train_buy_rankmixer_feature_aligned_tokens	click	0.802325	0.6983	0.6962	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_rankmixer_feature_aligned_tokens/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171941
BR_train_buy_rankmixer_feature_aligned_tokens	ext	0.864148	0.8112	0.8091	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_rankmixer_feature_aligned_tokens/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171941
BR_train_buy_search_seq_semantic_residual	buy	0.83476	0.6983	0.6932	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_search_seq_semantic_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608172045
BR_train_buy_search_seq_semantic_residual	cat	0.833619	0.7022	0.697	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_search_seq_semantic_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608172045
BR_train_buy_search_seq_semantic_residual	click	0.80205	0.6978	0.6954	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_search_seq_semantic_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608172045
BR_train_buy_search_seq_semantic_residual	ext	0.863789	0.8099	0.8089	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_search_seq_semantic_residual/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608172045
