experiment	task	auc	gauc	uauc	pos	log_path
tf_train_base_new_try_roll_test_predict_time	buy	0.835069	0.6989	0.694	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
tf_train_base_new_try_roll_test_predict_time	cat	0.833968	0.7024	0.6973	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
tf_train_base_new_try_roll_test_predict_time	click	0.802264	0.6979	0.6957	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
tf_train_base_new_try_roll_test_predict_time	ext	0.864008	0.8114	0.8108	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
BR_train_buy_cat_proxy_score	buy	0.834203	0.6984	0.6933	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_cat_proxy_score/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171920
BR_train_buy_cat_proxy_score	cat	0.833739	0.7023	0.6973	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_cat_proxy_score/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171920
BR_train_buy_cat_proxy_score	click	0.802238	0.6985	0.696	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_cat_proxy_score/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171920
BR_train_buy_cat_proxy_score	ext	0.863721	0.8093	0.8083	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_cat_proxy_score/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171920
BR_train_buy_click_conditional_loss	buy	0.835333	0.6991	0.6939	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_click_conditional_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171920
BR_train_buy_click_conditional_loss	cat	0.834247	0.7025	0.6972	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_click_conditional_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171920
BR_train_buy_click_conditional_loss	click	0.802744	0.6993	0.6965	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_click_conditional_loss/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608171920
