run_id	branch	commit	status	failure_reason
BR_train_prod_ema_buy_stop_gradient_click@48d51990f1d3@attempt_1	BR_train_prod_ema_buy_stop_gradient_click	48d51990f1d3500bfb5d29f0201e87b61194bba2	done	
