experiment	checkpoint_day	test_start_day	test_end_day	task	auc	gauc	uauc	size	pos	log_path
BR_train_prod_baseline_rerun_20260823	20260825	20260826	20260828	buy	0.831737	0.683400	0.676500	2961399	485462	log/rolling_test_ckpt_20260825_from_20260826_to_20260828_202609101743
BR_train_prod_baseline_rerun_20260823	20260825	20260826	20260828	cat	0.830436	0.687500	0.680300	2961399	500649	log/rolling_test_ckpt_20260825_from_20260826_to_20260828_202609101743
BR_train_prod_baseline_rerun_20260823	20260825	20260826	20260828	click	0.800056	0.690800	0.686500	2961399	617438	log/rolling_test_ckpt_20260825_from_20260826_to_20260828_202609101743
BR_train_prod_baseline_rerun_20260823	20260825	20260826	20260828	ext	0.858116	0.813400	0.815000	2961399	16589	log/rolling_test_ckpt_20260825_from_20260826_to_20260828_202609101743
BR_train_prod_baseline_rerun_20260823	20260828	20260829	20260829	buy	0.825612	0.685200	0.676800	1385996	225533	log/rolling_test_ckpt_20260828_from_20260829_to_20260829_202609101908
BR_train_prod_baseline_rerun_20260823	20260828	20260829	20260829	cat	0.824723	0.688300	0.680000	1385996	232196	log/rolling_test_ckpt_20260828_from_20260829_to_20260829_202609101908
BR_train_prod_baseline_rerun_20260823	20260828	20260829	20260829	click	0.795899	0.688100	0.682000	1385996	284635	log/rolling_test_ckpt_20260828_from_20260829_to_20260829_202609101908
BR_train_prod_baseline_rerun_20260823	20260828	20260829	20260829	ext	0.847994	0.799700	0.798200	1385996	7962	log/rolling_test_ckpt_20260828_from_20260829_to_20260829_202609101908
BR_train_prod_baseline_rerun_20260823	20260829	20260830	20260830	buy	0.829377	0.692600	0.685300	1337049	204454	log/rolling_test_ckpt_20260829_from_20260830_to_20260830_202609101947
BR_train_prod_baseline_rerun_20260823	20260829	20260830	20260830	cat	0.827837	0.695200	0.687800	1337049	210746	log/rolling_test_ckpt_20260829_from_20260830_to_20260830_202609101947
BR_train_prod_baseline_rerun_20260823	20260829	20260830	20260830	click	0.797090	0.693700	0.689000	1337049	262784	log/rolling_test_ckpt_20260829_from_20260830_to_20260830_202609101947
BR_train_prod_baseline_rerun_20260823	20260829	20260830	20260830	ext	0.842163	0.792700	0.785700	1337049	7271	log/rolling_test_ckpt_20260829_from_20260830_to_20260830_202609101947
BR_train_prod_baseline_rerun_20260823	20260830	20260831	20260831	buy	0.830606	0.693700	0.685000	1073244	170186	log/rolling_test_ckpt_20260830_from_20260831_to_20260831_202609102026
BR_train_prod_baseline_rerun_20260823	20260830	20260831	20260831	cat	0.829300	0.696400	0.687800	1073244	175685	log/rolling_test_ckpt_20260830_from_20260831_to_20260831_202609102026
BR_train_prod_baseline_rerun_20260823	20260830	20260831	20260831	click	0.797621	0.695700	0.689800	1073244	218643	log/rolling_test_ckpt_20260830_from_20260831_to_20260831_202609102026
BR_train_prod_baseline_rerun_20260823	20260830	20260831	20260831	ext	0.845610	0.794200	0.786200	1073244	5951	log/rolling_test_ckpt_20260830_from_20260831_to_20260831_202609102026
BR_train_prod_baseline_rerun_20260823	20260831	20260901	20260901	buy	0.836740	0.702600	0.695900	1259856	175786	log/rolling_test_ckpt_20260831_from_20260901_to_20260901_202609102058
BR_train_prod_baseline_rerun_20260823	20260831	20260901	20260901	cat	0.835518	0.704700	0.697800	1259856	181506	log/rolling_test_ckpt_20260831_from_20260901_to_20260901_202609102058
BR_train_prod_baseline_rerun_20260823	20260831	20260901	20260901	click	0.800232	0.702100	0.698700	1259856	231047	log/rolling_test_ckpt_20260831_from_20260901_to_20260901_202609102058
BR_train_prod_baseline_rerun_20260823	20260831	20260901	20260901	ext	0.844807	0.802500	0.797900	1259856	6666	log/rolling_test_ckpt_20260831_from_20260901_to_20260901_202609102058
BR_train_prod_baseline_rerun_20260823	20260901	20260902	20260902	buy	0.834352	0.689800	0.682800	980973	161014	log/rolling_test_ckpt_20260901_from_20260902_to_20260902_202609102134
BR_train_prod_baseline_rerun_20260823	20260901	20260902	20260902	cat	0.833279	0.692600	0.685400	980973	166013	log/rolling_test_ckpt_20260901_from_20260902_to_20260902_202609102134
BR_train_prod_baseline_rerun_20260823	20260901	20260902	20260902	click	0.802063	0.695700	0.691100	980973	206369	log/rolling_test_ckpt_20260901_from_20260902_to_20260902_202609102134
BR_train_prod_baseline_rerun_20260823	20260901	20260902	20260902	ext	0.856452	0.800000	0.797900	980973	5545	log/rolling_test_ckpt_20260901_from_20260902_to_20260902_202609102134
