experiment	task	auc	gauc	uauc	pos	log_path
BR_train_EMA_lr_bs_baseline	buy	0.829322	0.6898	0.6813	600178	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_EMA_lr_bs_baseline/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609090936
BR_train_EMA_lr_bs_baseline	cat	0.828197	0.6932	0.6847	618619	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_EMA_lr_bs_baseline/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609090936
BR_train_EMA_lr_bs_baseline	click	0.797457	0.6921	0.6865	766942	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_EMA_lr_bs_baseline/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609090936
BR_train_EMA_lr_bs_baseline	ext	0.847127	0.8027	0.7975	21440	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_EMA_lr_bs_baseline/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609090936
BR_train_merge_3_new_fea	buy	0.830807	0.6905	0.6823	600178	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_merge_3_new_fea/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091219
BR_train_merge_3_new_fea	cat	0.829637	0.6936	0.6852	618619	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_merge_3_new_fea/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091219
BR_train_merge_3_new_fea	click	0.799087	0.6924	0.6868	766942	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_merge_3_new_fea/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091219
BR_train_merge_3_new_fea	ext	0.847543	0.8002	0.795	21440	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_merge_3_new_fea/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091219
BR_train_only_SID_seq	buy	0.829518	0.69	0.6817	600178	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_SID_seq/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091042
BR_train_only_SID_seq	cat	0.828388	0.6933	0.685	618619	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_SID_seq/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091042
BR_train_only_SID_seq	click	0.79757	0.6924	0.6869	766942	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_SID_seq/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091042
BR_train_only_SID_seq	ext	0.847024	0.8016	0.7961	21440	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_SID_seq/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091042
BR_train_only_shop_SID	buy	0.829476	0.6908	0.6823	600178	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_shop_SID/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609090936
BR_train_only_shop_SID	cat	0.82833	0.6937	0.6852	618619	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_shop_SID/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609090936
BR_train_only_shop_SID	click	0.797536	0.6931	0.6876	766942	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_shop_SID/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609090936
BR_train_only_shop_SID	ext	0.847158	0.8002	0.7937	21440	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_shop_SID/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609090936
BR_train_only_shop_seq	buy	0.831093	0.6907	0.6823	600178	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_shop_seq/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091110
BR_train_only_shop_seq	cat	0.829954	0.6937	0.6853	618619	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_shop_seq/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091110
BR_train_only_shop_seq	click	0.799242	0.6936	0.688	766942	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_shop_seq/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091110
BR_train_only_shop_seq	ext	0.84799	0.802	0.7958	21440	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_only_shop_seq/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609091110
