experiment	task	auc	gauc	uauc	pos	log_path
tf_train_base_new_try_roll_test_predict_time	buy	0.835069	0.6989	0.694	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
tf_train_base_new_try_roll_test_predict_time	cat	0.833968	0.7024	0.6973	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
tf_train_base_new_try_roll_test_predict_time	click	0.802264	0.6979	0.6957	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
tf_train_base_new_try_roll_test_predict_time	ext	0.864008	0.8114	0.8108	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/tf_train_base_new_try_roll_test_predict_time/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608130236
BR_train_buy_detached_multiscore_stacker	buy	0.834688	0.698	0.693	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_detached_multiscore_stacker/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608152244
BR_train_buy_detached_multiscore_stacker	cat	0.833573	0.7015	0.6964	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_detached_multiscore_stacker/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608152244
BR_train_buy_detached_multiscore_stacker	click	0.801889	0.6976	0.6951	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_detached_multiscore_stacker/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608152244
BR_train_buy_detached_multiscore_stacker	ext	0.863945	0.8116	0.8096	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_detached_multiscore_stacker/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608152244
BR_train_buy_priority_aux_projection	buy	0.834597	0.6987	0.6937	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_priority_aux_projection/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608160323
BR_train_buy_priority_aux_projection	cat	0.833522	0.7022	0.6973	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_priority_aux_projection/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608160323
BR_train_buy_priority_aux_projection	click	0.801715	0.6976	0.6953	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_priority_aux_projection/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608160323
BR_train_buy_priority_aux_projection	ext	0.863709	0.8109	0.8096	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_priority_aux_projection/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608160323
BR_train_buy_purchase_intent_sidecar	buy	0.83511	0.6987	0.6938	710810	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_purchase_intent_sidecar/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608152243
BR_train_buy_purchase_intent_sidecar	cat	0.833996	0.7025	0.6976	735120	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_purchase_intent_sidecar/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608152243
BR_train_buy_purchase_intent_sidecar	click	0.802401	0.6984	0.6963	913818	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_purchase_intent_sidecar/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608152243
BR_train_buy_purchase_intent_sidecar	ext	0.863712	0.81	0.8093	24499	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR/BR_train_buy_purchase_intent_sidecar/log/rolling_test_ckpt_20260720_from_20260721_to_20260724_202608152243
