experiment	task	auc	gauc	uauc	pos	log_path
BR_train_prod_baseline_jz_v3_group1_legacy_seq_control	buy	0.825786	0.6865	0.6778	600178	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_group1_legacy_seq_control/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609052312
BR_train_prod_baseline_jz_v3_group1_legacy_seq_control	cat	0.824745	0.6893	0.6806	618619	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_group1_legacy_seq_control/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609052312
BR_train_prod_baseline_jz_v3_group1_legacy_seq_control	click	0.794014	0.6881	0.6825	766942	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_group1_legacy_seq_control/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609052312
BR_train_prod_baseline_jz_v3_group1_legacy_seq_control	ext	0.845137	0.7985	0.7927	21440	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_group1_legacy_seq_control/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609052312
BR_train_prod_baseline_jz_v3_sid_candidate_only	buy	0.826127	0.6875	0.6792	600178	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_sid_candidate_only/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609062223
BR_train_prod_baseline_jz_v3_sid_candidate_only	cat	0.825001	0.6909	0.6825	618619	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_sid_candidate_only/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609062223
BR_train_prod_baseline_jz_v3_sid_candidate_only	click	0.794327	0.6895	0.6839	766942	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_sid_candidate_only/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609062223
BR_train_prod_baseline_jz_v3_sid_candidate_only	ext	0.845049	0.7958	0.7884	21440	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_sid_candidate_only/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609062223
BR_train_prod_baseline_jz_v3_sid_sequence_only	buy	0.82443	0.6858	0.6774	600178	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_sid_sequence_only/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609062313
BR_train_prod_baseline_jz_v3_sid_sequence_only	cat	0.823327	0.6889	0.6805	618619	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_sid_sequence_only/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609062313
BR_train_prod_baseline_jz_v3_sid_sequence_only	click	0.79266	0.6876	0.682	766942	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_sid_sequence_only/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609062313
BR_train_prod_baseline_jz_v3_sid_sequence_only	ext	0.843549	0.7957	0.7896	21440	/home/luban/rank-ssl/chenpinyuan/tf_rank_BR_prod/BR_train_prod_baseline_jz_v3_sid_sequence_only/log/fixed_test_ckpt_20260825_from_20260829_to_20260831_202609062313
